Date,Time,Chan1 (mm ),Chan1 (mV),Internal Battery Voltage (V),Internal Battery Temperature (�C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
11/6/2020,0:10:13,947.737,247.552,4.19,13,present ,12.82,116.7,
11/6/2020,0:20:13,947.739,247.617,4.19,12.6,present ,12.83,117,
11/6/2020,0:30:13,947.745,247.871,4.19,12.5,present ,12.83,117,
11/6/2020,0:40:13,947.748,247.988,4.19,12.4,present ,12.83,117.3,
11/6/2020,0:50:13,947.75,248.061,4.19,12.4,present ,12.83,117,
11/6/2020,1:00:13,947.758,248.359,4.19,12.4,present ,12.83,117.3,
11/6/2020,1:10:13,947.759,248.417,4.19,12.3,present ,12.82,116.7,
11/6/2020,1:20:12,947.762,248.516,4.19,12.3,present ,12.83,117,
11/6/2020,1:30:13,947.764,248.613,4.19,12.2,present ,12.83,117,
11/6/2020,1:40:12,947.767,248.73,4.19,12.2,present ,12.82,116.7,
11/6/2020,1:50:12,947.769,248.808,4.18,12.1,present ,12.86,116.4,
11/6/2020,2:00:13,947.771,248.867,4.18,12,present ,12.86,116.4,
11/6/2020,2:10:13,947.772,248.923,4.18,11.8,present ,12.86,116.7,
11/6/2020,2:20:13,947.772,248.925,4.18,11.9,present ,12.86,116.7,
11/6/2020,2:30:13,947.773,248.945,4.19,11.8,present ,12.86,117,
11/6/2020,2:40:13,947.773,248.964,4.18,11.6,present ,12.86,116.7,
11/6/2020,2:50:13,947.797,249.902,4.19,11.6,present ,12.82,116.7,
11/6/2020,3:00:13,947.799,249.96,4.18,11.4,present ,12.83,117,
11/6/2020,3:10:13,947.799,249.96,4.18,11.4,present ,12.82,116.7,
11/6/2020,3:20:13,947.8,250.026,4.18,11.4,present ,12.82,116.4,
11/6/2020,3:30:13,947.803,250.14,4.18,11.3,present ,12.79,117.3,
11/6/2020,3:40:13,947.806,250.253,4.18,11,present ,12.79,117.3,
11/6/2020,3:50:13,947.806,250.266,4.18,11,present ,12.79,117,
11/6/2020,4:00:13,947.833,251.328,4.18,10.8,present ,12.79,117.3,
11/6/2020,4:10:13,947.836,251.432,4.18,10.7,present ,12.79,117,
11/6/2020,4:20:12,947.838,251.503,4.19,10.7,present ,12.76,117.9,
11/6/2020,4:30:12,947.847,251.861,4.19,10.6,present ,12.79,117.3,
11/6/2020,4:40:13,947.851,252.011,4.18,10.6,present ,12.76,117.6,
11/6/2020,4:50:13,947.852,252.063,4.19,10.6,present ,12.76,117.6,
11/6/2020,5:00:13,947.855,252.164,4.19,10.4,present ,12.76,117.6,
11/6/2020,5:10:13,947.863,252.48,4.18,10.4,present ,12.76,117.9,
11/6/2020,5:20:13,947.867,252.656,4.19,10.4,present ,12.73,117.9,
11/6/2020,5:30:13,947.872,252.868,4.19,9.8,not present ,0,0,
11/6/2020,5:40:13,947.873,252.91,4.19,9.3,not present ,0,0,
11/6/2020,5:50:13,947.874,252.929,4.19,8.89,not present ,0,0,
11/6/2020,6:00:13,947.876,253.002,4.18,8.89,not present ,0,0,
11/6/2020,6:10:13,947.878,253.071,4.18,8.7,not present ,0,0,
11/6/2020,6:20:13,947.878,253.085,4.18,8.7,not present ,0,0,
11/6/2020,6:30:13,947.89,253.574,4.17,8.7,not present ,0,0,
11/6/2020,6:40:13,947.89,253.574,4.17,8.8,not present ,0,0,
11/6/2020,6:50:12,947.891,253.588,4.17,9.1,not present ,0,0,
11/6/2020,7:00:13,947.891,253.613,4.17,9.1,not present ,0,0,
11/6/2020,7:10:12,947.892,253.625,4.17,9.39,not present ,0,0,
11/6/2020,7:20:13,947.891,253.613,4.16,9.89,not present ,0,0,
11/6/2020,7:30:13,947.891,253.611,4.16,10,not present ,0,0,
11/6/2020,7:40:13,947.892,253.632,4.16,10.4,not present ,0,0,
11/6/2020,7:50:13,947.892,253.638,4.16,10.7,not present ,0,0,
11/6/2020,8:00:13,947.892,253.643,4.15,11.1,not present ,0,0,
11/6/2020,8:10:13,947.893,253.662,4.15,11.4,not present ,0,0,
11/6/2020,8:20:13,947.893,253.671,4.15,11.8,not present ,0,0,
11/6/2020,8:30:13,947.893,253.691,4.15,12.4,not present ,0,0,
11/6/2020,8:40:13,947.894,253.71,4.15,12.9,not present ,0,0,
11/6/2020,8:50:13,947.894,253.71,4.14,13.5,not present ,0,0,
11/6/2020,9:00:13,947.904,254.121,4.14,14.1,not present ,0,0,
11/6/2020,9:10:13,947.911,254.375,4.14,15.3,not present ,0,0,
11/6/2020,9:20:13,947.912,254.427,4.14,16.7,not present ,0,0,
11/6/2020,9:30:13,947.914,254.511,4.13,17.6,not present ,0,0,
11/6/2020,9:40:12,947.914,254.511,4.13,18.2,not present ,0,0,
11/6/2020,9:50:12,947.914,254.492,4.13,18.9,not present ,0,0,
11/6/2020,10:00:13,947.911,254.394,4.13,19.2,not present ,0,0,
11/6/2020,10:10:13,947.909,254.296,4.12,19.5,not present ,0,0,
11/6/2020,10:20:13,947.906,254.196,4.12,19.6,not present ,0,0,
11/6/2020,10:30:13,947.903,254.063,4.12,19.79,not present ,0,0,
11/6/2020,10:40:13,947.899,253.914,4.12,20.1,not present ,0,0,
11/6/2020,10:50:13,947.898,253.867,4.12,20.29,not present ,0,0,
11/6/2020,11:00:13,947.896,253.791,4.11,20.5,not present ,0,0,
11/6/2020,11:10:13,947.896,253.789,4.11,20.6,not present ,0,0,
11/6/2020,11:20:13,947.895,253.759,4.11,20.7,not present ,0,0,
11/6/2020,11:30:13,947.894,253.721,4.11,20.8,not present ,0,0,
11/6/2020,11:40:13,947.893,253.683,4.11,20.8,not present ,0,0,
11/6/2020,11:50:13,947.892,253.634,4.11,21.2,not present ,0,0,
11/6/2020,12:00:13,947.891,253.613,4.11,21.2,not present ,0,0,
11/6/2020,12:10:14,947.89,253.544,4.11,21.1,not present ,0,0,
11/6/2020,12:20:13,947.888,253.464,4.1,21.1,not present ,0,0,
11/6/2020,12:30:13,947.886,253.417,4.1,21.3,not present ,0,0,
11/6/2020,12:40:13,947.886,253.389,4.1,21.2,not present ,0,0,
11/6/2020,12:50:13,947.875,252.988,4.1,21.2,not present ,0,0,
11/6/2020,13:00:13,947.874,252.927,4.1,21.2,not present ,0,0,
11/6/2020,13:10:13,947.87,252.764,4.09,21.3,not present ,0,0,
11/6/2020,13:20:13,947.868,252.703,4.09,21.5,not present ,0,0,
11/6/2020,13:30:13,947.867,252.656,4.09,21.4,not present ,0,0,
11/6/2020,13:40:13,947.865,252.585,4.09,21.5,not present ,0,0,
11/6/2020,13:50:13,947.859,252.324,4.09,21.6,not present ,0,0,
11/6/2020,14:00:13,947.859,252.324,4.09,22,not present ,0,0,
11/6/2020,14:10:13,947.852,252.05,4.09,22.1,not present ,0,0,
11/6/2020,14:20:13,947.85,251.992,4.09,22,not present ,0,0,
11/6/2020,14:30:13,947.844,251.739,4.08,21.7,not present ,0,0,
11/6/2020,14:40:13,947.84,251.583,4.08,22.1,not present ,0,0,
11/6/2020,14:50:14,947.841,251.64,4.08,22.5,not present ,0,0,
11/6/2020,15:00:13,947.83,251.21,4.08,22.5,not present ,0,0,
11/6/2020,15:10:13,947.818,250.722,4.08,22.8,not present ,0,0,
11/6/2020,15:20:13,947.804,250.171,4.08,22.9,not present ,0,0,
11/6/2020,15:30:13,947.803,250.131,4.08,23,not present ,0,0,
11/6/2020,15:40:13,947.8,250.015,4.08,23.5,not present ,0,0,
11/6/2020,15:50:13,947.797,249.882,4.07,23.6,not present ,0,0,
11/6/2020,16:00:13,947.793,249.726,4.07,23.8,not present ,0,0,
11/6/2020,16:10:13,947.792,249.707,4.07,24.3,not present ,0,0,
11/6/2020,16:20:13,947.79,249.609,4.07,25.8,not present ,0,0,
11/6/2020,16:30:13,947.787,249.489,4.07,26.8,not present ,0,0,
11/6/2020,16:40:13,947.781,249.269,4.07,26.4,not present ,0,0,
11/6/2020,16:50:13,947.761,248.471,4.07,25.8,not present ,0,0,
11/6/2020,17:00:13,947.76,248.457,4.07,26,not present ,0,0,
11/6/2020,17:10:13,947.754,248.226,4.07,25.9,not present ,0,0,
11/6/2020,17:20:13,947.75,248.061,4.07,25.3,not present ,0,0,
11/6/2020,17:30:13,947.737,247.539,4.06,24.9,not present ,0,0,
11/6/2020,17:40:14,947.735,247.46,4.06,24.7,not present ,0,0,
11/6/2020,17:50:14,947.732,247.33,4.06,24.4,not present ,0,0,
11/6/2020,18:00:13,947.73,247.268,4.06,24.4,not present ,0,0,
11/6/2020,18:10:13,947.726,247.089,4.06,24.2,not present ,0,0,
11/6/2020,18:20:13,947.724,247.027,4.05,23.8,not present ,0,0,
11/6/2020,18:30:13,947.72,246.875,4.05,22.6,not present ,0,0,
11/6/2020,18:40:13,947.713,246.6,4.05,22,not present ,0,0,
11/6/2020,18:50:13,947.71,246.464,4.05,21.4,not present ,0,0,
11/6/2020,19:00:13,947.709,246.442,4.04,20.8,not present ,0,0,
11/6/2020,19:10:13,947.709,246.432,4.04,20.7,not present ,0,0,
11/6/2020,19:20:13,947.709,246.425,4.04,20.6,not present ,0,0,
11/6/2020,19:30:13,947.709,246.425,4.03,20.29,not present ,0,0,
11/6/2020,19:40:13,947.709,246.419,4.03,20,not present ,0,0,
11/6/2020,19:50:13,947.708,246.41,4.03,19.6,not present ,0,0,
11/6/2020,20:00:13,947.709,246.425,4.03,19.4,not present ,0,0,
11/6/2020,20:10:13,947.709,246.425,4.02,19.29,not present ,0,0,
11/6/2020,20:20:14,947.709,246.425,4.02,18.9,not present ,0,0,
11/6/2020,20:30:14,947.709,246.436,4.01,18.6,not present ,0,0,
11/6/2020,20:40:14,947.709,246.427,4.01,18.1,not present ,0,0,
11/6/2020,20:50:12,947.709,246.445,4.01,17.79,not present ,0,0,
11/6/2020,21:00:13,947.71,246.464,4.01,17.5,not present ,0,0,
11/6/2020,21:10:13,947.71,246.464,4.01,17.2,not present ,0,0,
11/6/2020,21:20:13,947.71,246.467,4.03,19.1,present ,13.03,84.6,
11/6/2020,21:30:13,947.71,246.467,4.05,20.5,present ,13,84.9,
11/6/2020,21:40:13,947.711,246.496,4.07,20.7,present ,13,85.2,
11/6/2020,21:50:13,947.711,246.503,4.09,20.7,present ,13,85.2,
11/6/2020,22:00:13,947.711,246.523,4.09,20.5,present ,13,84.9,
11/6/2020,22:10:13,947.711,246.526,4.1,20.5,present ,13,84.9,
11/6/2020,22:20:13,947.712,246.542,4.11,20.5,present ,13,84.6,
11/6/2020,22:30:13,947.712,246.562,4.12,20.6,present ,13,84.9,
11/6/2020,22:40:13,947.713,246.582,4.13,20.4,present ,12.97,85.5,
11/6/2020,22:50:13,947.713,246.61,4.14,20.4,present ,12.97,85.5,
11/6/2020,23:00:14,947.714,246.621,4.15,20.4,present ,12.97,85.2,
11/6/2020,23:10:13,947.714,246.64,4.16,20.5,present ,12.93,85.2,
11/6/2020,23:20:12,947.715,246.673,4.17,20.2,present ,12.93,85.2,
11/6/2020,23:30:12,947.715,246.68,4.19,21.2,present ,12.91,118.2,
11/6/2020,23:40:13,947.717,246.733,4.19,19.29,present ,12.9,117.3,
11/6/2020,23:50:13,947.717,246.738,4.19,17.79,present ,12.9,117,
12/6/2020,0:00:13,947.718,246.777,4.19,16.7,present ,12.89,116.4,
12/6/2020,0:10:13,947.717,246.757,4.19,16.1,present ,12.89,116.1,
12/6/2020,0:20:13,947.718,246.777,4.19,15.7,present ,12.86,116.7,
12/6/2020,0:30:13,947.718,246.778,4.19,15.3,present ,12.86,117,
12/6/2020,0:40:13,947.719,246.816,4.19,15,present ,12.82,116.7,
12/6/2020,0:50:13,947.72,246.875,4.19,14.7,present ,12.83,117.3,
12/6/2020,1:00:13,947.721,246.914,4.19,14.4,present ,12.82,116.7,
12/6/2020,1:10:13,947.722,246.958,4.19,14,present ,12.82,116.7,
12/6/2020,1:20:13,947.725,247.07,4.19,13.7,present ,12.82,116.7,
12/6/2020,1:30:13,947.728,247.187,4.19,13.4,present ,12.79,117,
12/6/2020,1:40:13,947.728,247.175,4.19,13.1,present ,12.82,116.7,
12/6/2020,1:50:14,947.729,247.207,4.19,13.3,present ,12.82,116.7,
12/6/2020,2:00:14,947.729,247.235,4.19,13,present ,12.83,117.3,
12/6/2020,2:10:13,947.732,247.332,4.19,12.9,present ,12.79,116.7,
12/6/2020,2:20:13,947.733,247.361,4.19,12.5,present ,12.69,118.2,
12/6/2020,2:30:13,947.733,247.363,4.19,12.4,present ,12.66,118.2,
12/6/2020,2:40:13,947.734,247.402,4.19,12.2,present ,12.66,118.5,
12/6/2020,2:50:13,947.735,247.441,4.19,12,present ,12.73,117.9,
12/6/2020,3:00:13,947.737,247.536,4.18,11.9,present ,12.69,118.2,
12/6/2020,3:10:13,947.737,247.539,4.18,11.8,present ,12.69,117.9,
12/6/2020,3:20:13,947.738,247.558,4.18,11.4,present ,12.73,117.6,
12/6/2020,3:30:13,947.739,247.617,4.18,11.3,present ,12.7,118.8,
12/6/2020,3:40:13,947.74,247.636,4.18,10.9,present ,12.69,118.2,
12/6/2020,3:50:13,947.741,247.691,4.18,10.8,present ,12.66,118.8,
12/6/2020,4:00:13,947.741,247.695,4.18,11,present ,12.73,117.9,
12/6/2020,4:10:13,947.743,247.753,4.18,10.7,present ,12.66,118.8,
12/6/2020,4:20:13,947.744,247.832,4.18,10.7,present ,12.63,119.4,
12/6/2020,4:30:14,947.745,247.871,4.18,10.3,present ,12.7,118.5,
12/6/2020,4:40:14,947.747,247.928,4.18,10.2,present ,12.69,118.2,
12/6/2020,4:50:13,947.748,247.968,4.18,10.4,present ,12.63,118.8,
12/6/2020,5:00:13,947.749,248.007,4.18,10.4,present ,12.66,118.8,
12/6/2020,5:10:13,947.75,248.066,4.18,10.2,present ,12.67,119.1,
12/6/2020,5:20:13,947.753,248.161,4.18,9.8,present ,12.66,118.5,
12/6/2020,5:30:13,947.754,248.203,4.18,9.89,present ,12.66,118.8,
12/6/2020,5:40:13,947.755,248.247,4.19,9,not present ,0,0,
12/6/2020,5:50:13,947.757,248.334,4.19,8.7,not present ,0,0,
12/6/2020,6:00:13,947.758,248.359,4.18,8.5,not present ,0,0,
12/6/2020,6:10:13,947.759,248.416,4.18,8.2,not present ,0,0,
12/6/2020,6:20:13,947.76,248.428,4.18,8.3,not present ,0,0,
12/6/2020,6:30:13,947.76,248.457,4.18,8.3,not present ,0,0,
12/6/2020,6:40:13,947.763,248.554,4.17,8.5,not present ,0,0,
12/6/2020,6:50:13,947.766,248.691,4.17,8.6,not present ,0,0,
12/6/2020,7:00:13,947.767,248.731,4.17,8.89,not present ,0,0,
12/6/2020,7:10:13,947.768,248.75,4.17,9.3,not present ,0,0,
12/6/2020,7:20:13,947.77,248.826,4.17,9.6,not present ,0,0,
12/6/2020,7:30:12,947.77,248.847,4.16,9.8,not present ,0,0,
12/6/2020,7:40:12,947.771,248.867,4.16,10.6,not present ,0,0,
12/6/2020,7:50:13,947.771,248.886,4.16,11.2,not present ,0,0,
12/6/2020,8:00:13,947.771,248.867,4.16,11.9,not present ,0,0,
12/6/2020,8:10:13,947.772,248.902,4.15,12.5,not present ,0,0,
12/6/2020,8:20:13,947.773,248.945,4.15,13.4,not present ,0,0,
12/6/2020,8:30:13,947.774,248.979,4.15,14.3,not present ,0,0,
12/6/2020,8:40:13,947.775,249.023,4.15,14.9,not present ,0,0,
12/6/2020,8:50:13,947.775,249.042,4.15,15.9,not present ,0,0,
12/6/2020,9:00:13,947.791,249.677,4.14,16.6,not present ,0,0,
12/6/2020,9:10:13,947.8,250.02,4.14,18.2,not present ,0,0,
12/6/2020,9:20:13,947.806,250.273,4.14,19.7,not present ,0,0,
12/6/2020,9:30:13,947.811,250.449,4.14,20.9,not present ,0,0,
12/6/2020,9:40:13,947.813,250.527,4.13,21.8,not present ,0,0,
12/6/2020,9:50:13,947.812,250.505,4.13,22.3,not present ,0,0,
12/6/2020,10:00:12,947.808,250.332,4.13,22.6,not present ,0,0,
12/6/2020,10:10:12,947.805,250.227,4.13,23,not present ,0,0,
12/6/2020,10:20:12,947.798,249.941,4.13,23,not present ,0,0,
12/6/2020,10:30:13,947.795,249.804,4.13,23,not present ,0,0,
12/6/2020,10:40:13,947.789,249.57,4.12,23.3,not present ,0,0,
12/6/2020,10:50:13,947.784,249.38,4.12,23.6,not present ,0,0,
12/6/2020,11:00:13,947.778,249.14,4.12,23.5,not present ,0,0,
12/6/2020,11:10:13,947.773,248.945,4.12,23.5,not present ,0,0,
12/6/2020,11:20:13,947.77,248.828,4.11,23.4,not present ,0,0,
12/6/2020,11:30:13,947.769,248.777,4.11,23.7,not present ,0,0,
12/6/2020,11:40:13,947.764,248.593,4.11,23.6,not present ,0,0,
12/6/2020,11:50:13,947.761,248.476,4.11,23.5,not present ,0,0,
12/6/2020,12:00:13,947.758,248.377,4.11,23.6,not present ,0,0,
12/6/2020,12:10:13,947.754,248.209,4.11,23.8,not present ,0,0,
12/6/2020,12:20:13,947.751,248.069,4.11,23.5,not present ,0,0,
12/6/2020,12:30:12,947.748,247.97,4.1,23.5,not present ,0,0,
12/6/2020,12:40:13,947.747,247.929,4.1,23.4,not present ,0,0,
12/6/2020,12:50:13,947.746,247.91,4.1,23.4,not present ,0,0,
12/6/2020,13:00:12,947.745,247.868,4.1,23.3,not present ,0,0,
12/6/2020,13:10:13,947.745,247.834,4.09,23.5,not present ,0,0,
12/6/2020,13:20:13,947.744,247.812,4.09,23.4,not present ,0,0,
12/6/2020,13:30:13,947.742,247.752,4.09,23.4,not present ,0,0,
12/6/2020,13:40:13,947.741,247.714,4.09,23.6,not present ,0,0,
12/6/2020,13:50:13,947.74,247.641,4.09,23.6,not present ,0,0,
12/6/2020,14:00:13,947.739,247.597,4.09,23.6,not present ,0,0,
12/6/2020,14:10:13,947.735,247.46,4.09,23.5,not present ,0,0,
12/6/2020,14:20:13,947.733,247.363,4.08,23.6,not present ,0,0,
12/6/2020,14:30:13,947.732,247.324,4.08,23.6,not present ,0,0,
12/6/2020,14:40:13,947.729,247.204,4.08,23.2,not present ,0,0,
12/6/2020,14:50:13,947.727,247.139,4.08,23.4,not present ,0,0,
12/6/2020,15:00:13,947.722,246.933,4.08,23.5,not present ,0,0,
12/6/2020,15:10:12,947.72,246.875,4.08,23.6,not present ,0,0,
12/6/2020,15:20:14,947.72,246.855,4.08,23.6,not present ,0,0,
12/6/2020,15:30:14,947.719,246.835,4.08,23.8,not present ,0,0,
12/6/2020,15:40:13,947.716,246.718,4.07,24,not present ,0,0,
12/6/2020,15:50:13,947.716,246.699,4.07,24.1,not present ,0,0,
12/6/2020,16:00:13,947.713,246.601,4.07,24.1,not present ,0,0,
12/6/2020,16:10:13,947.705,246.291,4.07,24,not present ,0,0,
12/6/2020,16:20:13,947.705,246.273,4.07,25.3,not present ,0,0,
12/6/2020,16:30:13,947.704,246.252,4.07,27.2,not present ,0,0,
12/6/2020,16:40:13,947.704,246.25,4.07,27.5,not present ,0,0,
12/6/2020,16:50:13,947.695,245.898,4.07,26.4,not present ,0,0,
12/6/2020,17:00:13,947.691,245.742,4.07,25.3,not present ,0,0,
12/6/2020,17:10:13,947.689,245.664,4.06,24.7,not present ,0,0,
12/6/2020,17:20:13,947.688,245.626,4.06,24.4,not present ,0,0,
12/6/2020,17:30:13,947.687,245.58,4.06,23.9,not present ,0,0,
12/6/2020,17:40:13,947.686,245.545,4.06,23.3,not present ,0,0,
12/6/2020,17:50:13,947.675,245.078,4.06,22.2,not present ,0,0,
12/6/2020,18:00:14,947.67,244.912,4.05,21.3,not present ,0,0,
12/6/2020,18:10:14,947.656,244.333,4.05,20.4,not present ,0,0,
12/6/2020,18:20:13,947.651,244.16,4.05,19.2,not present ,0,0,
12/6/2020,18:30:13,947.632,243.398,4.05,17.7,not present ,0,0,
12/6/2020,18:40:13,947.628,243.261,4.04,16.5,not present ,0,0,
12/6/2020,18:50:13,947.625,243.125,4.04,15.7,not present ,0,0,
12/6/2020,19:00:13,947.623,243.066,4.03,14.8,not present ,0,0,
12/6/2020,19:10:13,947.623,243.036,4.03,14.4,not present ,0,0,
12/6/2020,19:20:13,947.621,242.968,4.03,14,not present ,0,0,
12/6/2020,19:30:13,947.621,242.968,4.02,13.5,not present ,0,0,
12/6/2020,19:40:13,947.621,242.968,4.02,13.1,not present ,0,0,
12/6/2020,19:50:13,947.62,242.949,4.02,12.8,not present ,0,0,
12/6/2020,20:00:13,947.62,242.949,4.01,12.3,not present ,0,0,
12/6/2020,20:10:13,947.62,242.949,4.01,12,not present ,0,0,
12/6/2020,20:20:13,947.621,242.951,4.01,11.8,not present ,0,0,
12/6/2020,20:30:13,947.62,242.949,4,11.7,not present ,0,0,
12/6/2020,20:40:13,947.621,242.968,4,11.4,not present ,0,0,
12/6/2020,20:50:13,947.621,242.988,4,11,not present ,0,0,
12/6/2020,21:00:14,947.622,243.007,4,10.6,not present ,0,0,
12/6/2020,21:10:13,947.622,243.007,3.99,10.2,not present ,0,0,
12/6/2020,21:20:13,947.622,243.027,4.05,16.1,present ,12.95,142.5,
12/6/2020,21:30:13,947.623,243.065,4.1,17.9,present ,12.96,142.8,
12/6/2020,21:40:13,947.623,243.066,4.11,18.7,present ,12.96,143.39,
12/6/2020,21:50:13,947.624,243.105,4.13,19.1,present ,12.93,144,
12/6/2020,22:00:13,947.625,243.144,4.15,19,present ,12.93,144.3,
12/6/2020,22:10:13,947.626,243.157,4.17,18.29,present ,12.92,102.3,
12/6/2020,22:20:13,947.627,243.222,4.19,16.5,present ,12.9,117.9,
12/6/2020,22:30:13,947.629,243.281,4.19,14.1,present ,12.9,116.7,
12/6/2020,22:40:13,947.631,243.351,4.19,12.3,present ,12.89,115.8,
12/6/2020,22:50:13,947.632,243.414,4.19,11.2,present ,12.89,116.1,
12/6/2020,23:00:13,947.634,243.49,4.19,10.7,present ,12.86,116.7,
12/6/2020,23:10:13,947.636,243.554,4.19,9.89,present ,12.86,116.7,
12/6/2020,23:20:13,947.637,243.593,4.18,10.1,present ,12.83,117.3,
12/6/2020,23:30:14,947.639,243.691,4.17,9.8,present ,12.83,117,
12/6/2020,23:40:13,947.641,243.764,4.18,9.7,present ,12.83,117.3,
12/6/2020,23:50:13,947.642,243.808,4.18,9.39,present ,12.79,117,
13/06/2020,0:00:13,947.644,243.867,4.18,9.6,present ,12.79,117.3,
13/06/2020,0:10:13,947.647,244.002,4.18,9.8,present ,12.79,117,
13/06/2020,0:20:13,947.65,244.095,4.18,9.5,present ,12.79,117,
13/06/2020,0:30:13,947.653,244.238,4.18,9.7,present ,12.8,117.6,
13/06/2020,0:40:13,947.657,244.375,4.18,9.39,present ,12.76,117.6,
13/06/2020,0:50:13,947.655,244.316,4.18,9,present ,12.76,117.6,
13/06/2020,1:00:13,947.657,244.399,4.18,9.39,present ,12.76,117.9,
13/06/2020,1:10:13,947.66,244.492,4.18,9.8,present ,12.73,118.2,
13/06/2020,1:20:13,947.66,244.516,4.18,9.5,present ,12.8,117.6,
13/06/2020,1:30:13,947.663,244.609,4.18,9.2,present ,12.76,117.9,
13/06/2020,1:40:13,947.665,244.707,4.18,9.2,present ,12.76,117.6,
13/06/2020,1:50:13,947.666,244.747,4.18,9,present ,12.79,117.3,
13/06/2020,2:00:13,947.669,244.852,4.18,9.39,present ,12.79,117.3,
13/06/2020,2:10:13,947.668,244.824,4.18,9.39,present ,12.79,117.3,
13/06/2020,2:20:13,947.669,244.863,4.18,9.6,present ,12.79,117,
13/06/2020,2:30:13,947.673,245.019,4.18,9.6,present ,12.79,117.3,
13/06/2020,2:40:13,947.675,245.113,4.18,9.8,present ,12.79,117.3,
13/06/2020,2:50:13,947.679,245.253,4.18,9.8,present ,12.79,117.3,
13/06/2020,3:00:13,947.681,245.332,4.18,9.7,present ,12.76,117.3,
13/06/2020,3:10:13,947.683,245.429,4.18,9.7,present ,12.76,117.3,
13/06/2020,3:20:13,947.695,245.898,4.18,9.89,present ,12.76,117.6,
13/06/2020,3:30:13,947.697,245.954,4.18,9.39,present ,12.76,117.9,
13/06/2020,3:40:13,947.696,245.917,4.18,8.3,present ,12.73,117.9,
13/06/2020,3:50:13,947.696,245.912,4.18,8.3,present ,12.73,117.6,
13/06/2020,4:00:13,947.695,245.898,4.18,7.9,present ,12.6,119.7,
13/06/2020,4:10:13,947.696,245.917,4.18,7.6,present ,12.6,119.4,
13/06/2020,4:20:13,947.696,245.934,4.18,7.7,present ,12.63,119.1,
13/06/2020,4:30:13,947.697,245.976,4.18,7.9,present ,12.6,119.7,
13/06/2020,4:40:12,947.699,246.053,4.18,7.8,present ,12.6,119.4,
13/06/2020,4:50:14,947.701,246.135,4.18,8.1,present ,12.6,119.7,
13/06/2020,5:00:14,947.702,246.162,4.18,7.9,present ,12.63,118.8,
13/06/2020,5:10:13,947.703,246.191,4.18,8.2,present ,12.66,118.5,
13/06/2020,5:20:13,947.703,246.194,4.18,8.5,present ,12.63,118.8,
13/06/2020,5:30:13,947.702,246.171,4.18,8.5,present ,12.63,119.1,
13/06/2020,5:40:13,947.703,246.19,4.19,7.6,not present ,0,0,
13/06/2020,5:50:13,947.702,246.171,4.19,7.4,not present ,0,0,
13/06/2020,6:00:13,947.703,246.191,4.18,7.2,not present ,0,0,
13/06/2020,6:10:13,947.703,246.21,4.18,7.2,not present ,0,0,
13/06/2020,6:20:13,947.704,246.247,4.18,7.2,not present ,0,0,
13/06/2020,6:30:13,947.704,246.248,4.17,7.4,not present ,0,0,
13/06/2020,6:40:13,947.707,246.367,4.17,7.2,not present ,0,0,
13/06/2020,6:50:13,947.707,246.367,4.17,7.5,not present ,0,0,
13/06/2020,7:00:13,947.708,246.386,4.17,7.6,not present ,0,0,
13/06/2020,7:10:13,947.707,246.367,4.17,7.8,not present ,0,0,
13/06/2020,7:20:13,947.708,246.386,4.16,7.8,not present ,0,0,
13/06/2020,7:30:14,947.707,246.367,4.16,7.4,not present ,0,0,
13/06/2020,7:40:13,947.707,246.367,4.16,7.4,not present ,0,0,
13/06/2020,7:50:13,947.707,246.347,4.16,7.5,not present ,0,0,
13/06/2020,8:00:13,947.706,246.328,4.16,7.7,not present ,0,0,
13/06/2020,8:10:13,947.706,246.312,4.15,7.9,not present ,0,0,
13/06/2020,8:20:13,947.705,246.269,4.15,8.39,not present ,0,0,
13/06/2020,8:30:13,947.704,246.257,4.15,8.7,not present ,0,0,
13/06/2020,8:40:13,947.704,246.23,4.15,8.89,not present ,0,0,
13/06/2020,8:50:13,947.702,246.171,4.15,9.2,not present ,0,0,
13/06/2020,9:00:13,947.702,246.171,4.14,9.7,not present ,0,0,
13/06/2020,9:10:13,947.7,246.093,4.14,10.7,not present ,0,0,
13/06/2020,9:20:13,947.7,246.1,4.14,12,not present ,0,0,
13/06/2020,9:30:13,947.703,246.191,4.14,12.7,not present ,0,0,
13/06/2020,9:40:13,947.703,246.21,4.13,13.4,not present ,0,0,
13/06/2020,9:50:13,947.702,246.171,4.13,13.8,not present ,0,0,
13/06/2020,10:00:13,947.7,246.074,4.13,14,not present ,0,0,
13/06/2020,10:10:13,947.7,246.093,4.13,14.7,not present ,0,0,
13/06/2020,10:20:14,947.699,246.049,4.13,15,not present ,0,0,
13/06/2020,10:30:13,947.698,245.998,4.12,15.4,not present ,0,0,
13/06/2020,10:40:13,947.696,245.937,4.12,15.5,not present ,0,0,
13/06/2020,10:50:13,947.695,245.898,4.12,15.4,not present ,0,0,
13/06/2020,11:00:13,947.694,245.859,4.12,15.2,not present ,0,0,
13/06/2020,11:10:13,947.694,245.859,4.12,15.2,not present ,0,0,
13/06/2020,11:20:13,947.695,245.878,4.11,15.4,not present ,0,0,
13/06/2020,11:30:13,947.693,245.817,4.11,15.8,not present ,0,0,
13/06/2020,11:40:13,947.691,245.74,4.11,16,not present ,0,0,
